id_registro,data,loja,entradas,horas_equipe,investimento_divulgacao,canal_divulgacao,desconto_campanha_pct,disponibilidade_produtos_pct,espera_media_min,cupons_emitidos,receita_liquida,lucro_bruto
R04409,2025-10-04,L4,148,46.3,97.61,Mídia local,10,98.5,2.8,80,5146.11,1780.72
R04410,2025-10-04,L8,185,35.0,92.15,Redes sociais,20,95.5,10.2,74,4879.07,1685.12
R04411,2025-10-04,L2,182,29.6,98.18,Mídia local,15,98.7,12.7,52,3593.73,1120.89
R04412,2025-10-04,L1,229,36.1,85.03,Redes sociais,10,94.7,15.1,51,3100.22,1198.37
R04413,2025-10-04,L7,222,41.8,95.87,Mídia local,0,96.2,12.1,42,3457.02,1293.02
R04414,2025-10-04,L6,164,37.7,0.00,Sem divulgação,15,94.9,8.9,43,2555.70,758.47
R04415,2025-10-04,L3,317,61.9,206.26,Mídia local,0,96.9,10.9,45,4227.88,1442.00
R04416,2025-10-04,L5,283,52.6,195.48,Redes sociais,5,94.1,12.7,32,2738.04,1065.89
R04417,2025-10-06,L4,96,23.9,0.00,Sem divulgação,15,96.0,7.3,47,3674.48,1258.54
R04418,2025-10-06,L8,119,27.5,0.00,Sem divulgação,0,99.8,8.3,45,3566.26,1438.00
R04419,2025-10-06,L2,162,32.3,100.78,Redes sociais,0,96.9,9.6,34,2860.15,1071.18
R04420,2025-10-06,L1,149,32.5,0.00,Sem divulgação,0,98.2,8.6,54,2935.88,1224.22
R04421,2025-10-06,L7,204,37.7,112.32,Redes sociais,15,100.0,12.7,71,4535.66,1374.68
R04422,2025-10-06,L6,126,33.5,0.00,Sem divulgação,5,94.5,7.5,27,1890.05,669.79
R04423,2025-10-06,L3,266,44.4,56.57,Redes sociais,5,96.3,12.2,33,2401.64,801.61
R04424,2025-10-06,L5,231,45.8,130.66,Redes sociais,0,92.3,10.7,36,2637.18,1047.62
R04425,2025-10-07,L4,101,30.5,53.19,WhatsApp,5,91.3,6.5,35,2425.03,917.67
R04426,2025-10-07,L8,151,36.2,189.53,WhatsApp,5,99.8,8.0,61,3371.62,1290.73
R04427,2025-10-07,L2,160,34.7,0.00,Sem divulgação,0,96.7,9.6,34,2427.17,930.74
R04428,2025-10-07,L1,194,32.6,110.39,Redes sociais,0,99.4,12.8,42,3047.94,1263.56
R04429,2025-10-07,L7,171,40.8,132.40,Redes sociais,5,95.9,6.8,50,3414.78,1208.43
R04430,2025-10-07,L6,147,33.8,0.00,Sem divulgação,5,94.5,9.7,35,2497.41,898.15
R04431,2025-10-07,L3,187,41.9,51.86,WhatsApp,10,94.8,10.9,24,1855.35,562.24
R04432,2025-10-07,L5,196,39.0,0.00,Sem divulgação,0,98.1,10.6,34,3362.29,1296.59
R04433,2025-10-08,L4,76,23.9,0.00,Sem divulgação,0,97.7,5.0,29,1858.29,723.01
R04434,2025-10-08,L8,114,26.3,0.00,Sem divulgação,10,96.0,9.6,48,3079.42,1152.42
R04435,2025-10-08,L2,70,31.2,0.00,Sem divulgação,5,99.9,2.9,36,3030.78,1076.54
R04436,2025-10-08,L1,175,36.9,76.63,Redes sociais,10,96.3,10.1,51,3085.34,1168.77
R04437,2025-10-08,L7,178,30.3,0.00,Sem divulgação,0,94.6,10.8,22,1812.57,646.32
R04438,2025-10-08,L6,138,46.2,83.12,Redes sociais,0,95.0,5.0,38,2912.22,1166.21
R04439,2025-10-08,L3,160,35.8,0.00,Sem divulgação,0,95.3,9.1,33,2829.11,976.57
R04440,2025-10-08,L5,239,42.2,145.90,WhatsApp,0,95.0,10.2,40,3155.21,1292.53
R04441,2025-10-09,L4,135,29.8,362.68,WhatsApp,15,86.9,8.4,39,2549.53,884.85
R04442,2025-10-09,L8,71,26.1,0.00,Sem divulgação,20,96.5,5.1,35,1885.63,579.72
R04443,2025-10-09,L2,127,29.3,0.00,Sem divulgação,0,94.1,9.0,33,2448.57,896.68
R04444,2025-10-09,L1,145,42.4,145.01,Redes sociais,5,99.2,7.1,44,2604.97,954.47
R04445,2025-10-09,L7,189,36.4,54.83,Redes sociais,15,97.5,10.5,54,3756.96,1071.56
R04446,2025-10-09,L6,190,35.9,67.92,Redes sociais,0,93.4,11.4,34,2468.66,959.67
R04447,2025-10-09,L3,192,49.2,338.52,Redes sociais,10,96.3,7.5,54,4469.57,1481.06
R04448,2025-10-09,L5,204,33.0,0.00,Sem divulgação,0,95.1,12.1,33,2480.91,966.28
R04449,2025-10-10,L4,157,35.5,110.26,Redes sociais,15,95.0,7.4,65,4271.54,1393.91
R04450,2025-10-10,L8,185,37.2,220.73,WhatsApp,0,95.6,7.9,58,4316.18,1705.37
R04451,2025-10-10,L2,151,35.3,136.90,Mídia local,10,93.4,8.5,46,3604.06,1260.93
R04452,2025-10-10,L1,177,35.7,42.55,WhatsApp,10,95.0,10.5,50,2722.89,1071.98
R04453,2025-10-10,L7,211,46.0,208.20,WhatsApp,0,96.1,9.2,55,4230.44,1481.04
R04454,2025-10-10,L6,199,42.8,51.33,Mídia local,10,97.9,11.0,74,4386.60,1471.54
R04455,2025-10-10,L3,172,44.6,80.09,WhatsApp,20,96.2,7.7,37,2860.27,743.32
R04456,2025-10-10,L5,216,42.1,107.41,Redes sociais,15,97.9,10.9,37,2893.08,958.47
R04457,2025-10-11,L4,158,31.1,53.71,Mídia local,0,96.3,9.7,43,3060.11,1216.24
R04458,2025-10-11,L8,210,37.9,79.79,Mídia local,10,95.3,11.8,78,5251.56,1954.14
R04459,2025-10-11,L2,134,33.1,0.00,Sem divulgação,5,96.0,6.4,61,4062.12,1453.12
R04460,2025-10-11,L1,256,43.8,92.06,Mídia local,20,95.7,12.4,57,2671.09,848.47
R04461,2025-10-11,L7,230,46.2,186.91,Redes sociais,15,98.1,12.1,64,5042.82,1524.62
R04462,2025-10-11,L6,289,44.6,74.25,Redes sociais,5,97.9,14.6,56,4225.85,1541.45
R04463,2025-10-11,L3,247,52.6,95.76,WhatsApp,15,94.0,11.4,36,2766.96,836.16
R04464,2025-10-11,L5,206,43.5,0.00,Sem divulgação,20,95.5,10.8,63,3930.38,1238.81
R04465,2025-10-13,L4,93,21.3,0.00,Sem divulgação,0,97.3,8.0,37,2521.07,1003.95
R04466,2025-10-13,L8,101,26.3,0.00,Sem divulgação,15,97.1,6.3,43,2400.79,814.27
R04467,2025-10-13,L2,156,35.0,228.25,Redes sociais,5,97.1,9.2,42,2807.10,959.59
R04468,2025-10-13,L1,166,32.9,97.15,WhatsApp,15,94.4,11.0,49,2561.74,964.34
R04469,2025-10-13,L7,193,41.1,257.67,WhatsApp,0,92.7,9.5,45,3497.56,1331.32
R04470,2025-10-13,L6,139,35.6,0.00,Sem divulgação,15,93.6,9.3,50,3500.48,1109.25
R04471,2025-10-13,L3,165,27.3,0.00,Sem divulgação,0,98.6,12.5,32,2576.53,880.43
R04472,2025-10-13,L5,197,35.5,0.00,Sem divulgação,0,94.0,12.2,22,1690.84,633.62
R04473,2025-10-14,L4,117,32.1,58.27,Mídia local,10,95.8,6.0,42,2767.36,924.65
R04474,2025-10-14,L8,117,25.3,0.00,Sem divulgação,10,95.8,9.0,46,3873.20,1396.15
R04475,2025-10-14,L2,130,36.9,76.64,Redes sociais,20,94.7,7.3,57,3292.85,923.12
R04476,2025-10-14,L1,142,40.7,115.14,WhatsApp,5,95.4,8.4,38,2027.08,753.60
R04477,2025-10-14,L7,212,44.8,114.84,Mídia local,0,96.0,8.4,62,5228.33,1899.47
R04478,2025-10-14,L6,179,38.3,25.00,Redes sociais,0,94.0,8.8,36,2702.10,1056.73
R04479,2025-10-14,L3,222,42.6,132.75,Redes sociais,0,96.8,10.5,32,3001.85,1074.46
R04480,2025-10-14,L5,185,36.0,0.00,Sem divulgação,0,95.2,11.2,24,1587.46,615.31
R04481,2025-10-15,L4,111,28.9,99.76,Redes sociais,5,100.0,5.5,56,3519.17,1290.93
R04482,2025-10-15,L8,83,28.8,0.00,Sem divulgação,10,96.2,5.1,32,2116.83,751.72
R04483,2025-10-15,L2,139,41.0,159.34,WhatsApp,0,97.7,6.9,50,4074.71,1502.36
R04484,2025-10-15,L1,184,33.4,133.99,Redes sociais,5,98.7,12.3,47,3004.88,1192.80
R04485,2025-10-15,L7,142,35.1,0.00,Sem divulgação,10,93.8,7.2,67,5180.41,1628.78
R04486,2025-10-15,L6,200,38.9,79.98,WhatsApp,0,96.0,11.6,56,3993.32,1502.12
R04487,2025-10-15,L3,166,33.4,0.00,Sem divulgação,0,98.1,9.8,35,2966.21,1016.18
R04488,2025-10-15,L5,177,38.3,0.00,Sem divulgação,5,96.3,10.6,37,3013.55,1058.29
R04489,2025-10-16,L4,97,26.4,0.00,Sem divulgação,20,96.5,5.2,54,3489.59,1063.08
R04490,2025-10-16,L8,97,27.2,0.00,Sem divulgação,10,95.1,8.1,30,2398.42,897.47
R04491,2025-10-16,L2,172,40.2,153.42,WhatsApp,0,97.3,7.4,53,4543.39,1687.00
R04492,2025-10-16,L1,206,37.8,160.07,Redes sociais,5,94.1,12.2,32,2045.46,786.02
R04493,2025-10-16,L7,165,37.7,0.00,Sem divulgação,10,94.9,9.3,46,3670.71,1168.06
R04494,2025-10-16,L6,185,41.5,119.06,WhatsApp,10,94.9,8.2,58,3544.60,1294.50
R04495,2025-10-16,L3,129,34.9,0.00,Sem divulgação,10,94.5,8.4,31,3073.69,956.44
R04496,2025-10-16,L5,246,35.4,70.52,WhatsApp,5,94.5,15.8,46,3641.19,1320.15
R04497,2025-10-17,L4,142,34.3,174.34,WhatsApp,5,99.5,8.8,46,3346.78,1213.00
R04498,2025-10-17,L8,137,34.6,122.52,WhatsApp,5,94.9,5.6,63,4484.25,1717.49
R04499,2025-10-17,L2,174,33.6,0.00,Sem divulgação,5,95.4,9.0,44,3175.51,1123.23
R04500,2025-10-17,L1,125,24.8,0.00,Sem divulgação,10,94.6,9.0,29,1804.50,678.61
R04501,2025-10-17,L7,230,41.0,69.40,Mídia local,5,93.2,12.2,48,3506.15,1103.56
R04502,2025-10-17,L6,206,44.0,99.12,Redes sociais,0,93.5,9.3,39,2663.96,997.39
R04503,2025-10-17,L3,225,45.3,0.00,Sem divulgação,0,97.2,11.2,39,3353.34,1230.95
R04504,2025-10-17,L5,200,44.7,0.00,Sem divulgação,15,93.5,10.3,51,3851.07,1322.79
R04505,2025-10-18,L4,122,25.1,0.00,Sem divulgação,15,100.0,9.2,50,3073.36,968.72
R04506,2025-10-18,L8,147,26.9,0.00,Sem divulgação,20,95.4,11.1,43,2218.17,723.92
R04507,2025-10-18,L2,204,36.8,100.07,Redes sociais,20,95.9,12.0,53,3325.87,932.59
R04508,2025-10-18,L1,158,38.3,0.00,Sem divulgação,10,96.0,8.2,44,2297.88,870.03
R04509,2025-10-18,L7,247,47.7,76.80,WhatsApp,10,95.3,9.7,63,5112.85,1627.05
R04510,2025-10-18,L6,192,48.7,201.78,Redes sociais,5,94.4,8.6,59,3858.91,1450.88
R04511,2025-10-18,L3,290,40.9,0.00,Sem divulgação,20,93.1,17.0,33,2523.82,731.96
R04512,2025-10-18,L5,254,62.0,314.64,Redes sociais,0,96.3,10.2,73,5694.31,2213.53
R04513,2025-10-20,L4,94,22.4,0.00,Sem divulgação,0,96.8,7.9,33,2357.25,929.19
R04514,2025-10-20,L8,191,42.4,409.74,Redes sociais,0,93.8,8.3,52,3452.35,1421.78
R04515,2025-10-20,L2,154,36.2,205.55,Redes sociais,10,96.4,8.8,52,3422.03,1111.90
R04516,2025-10-20,L1,157,28.8,0.00,Sem divulgação,5,97.6,11.9,41,2534.60,974.63
R04517,2025-10-20,L7,161,34.3,0.00,Sem divulgação,0,97.7,9.2,32,2578.24,956.40
R04518,2025-10-20,L6,193,28.3,79.16,WhatsApp,0,94.2,15.7,34,2253.65,851.50
R04519,2025-10-20,L3,245,43.3,111.29,WhatsApp,0,95.1,11.9,29,2607.52,906.21
R04520,2025-10-20,L5,277,52.7,277.37,Redes sociais,0,91.8,12.1,35,2606.76,971.54
R04521,2025-10-21,L4,117,30.5,115.58,Redes sociais,5,96.3,,45,3273.56,1185.76
R04522,2025-10-21,L8,109,29.2,0.00,Sem divulgação,0,96.9,,33,2271.88,908.05
R04523,2025-10-21,L2,121,29.4,0.00,Sem divulgação,0,97.8,,44,3453.05,1218.11
R04524,2025-10-21,L1,151,31.4,0.00,Sem divulgação,10,98.1,,50,3241.36,1188.72
R04525,2025-10-21,L7,176,30.7,0.00,Sem divulgação,0,93.9,,34,2805.74,964.07
R04526,2025-10-21,L6,241,38.6,64.50,WhatsApp,0,95.5,,45,3190.19,1190.17
R04527,2025-10-21,L3,242,41.5,165.18,Redes sociais,15,81.3,,21,1542.05,453.97
R04528,2025-10-21,L5,196,37.6,0.00,Sem divulgação,0,81.3,,16,1190.43,461.66
R04529,2025-10-22,L4,94,24.0,0.00,Sem divulgação,5,98.8,7.8,36,2724.68,1011.69
R04530,2025-10-22,L8,146,29.5,97.32,WhatsApp,20,95.0,9.7,40,2073.94,697.96
R04531,2025-10-22,L2,162,35.7,0.00,Sem divulgação,10,85.7,8.5,36,2434.66,827.28
R04532,2025-10-22,L1,199,39.3,170.87,WhatsApp,0,96.3,11.2,47,3317.31,1449.09
R04533,2025-10-22,L7,144,35.9,0.00,Sem divulgação,15,93.1,9.1,34,2554.28,768.68
R04534,2025-10-22,L6,160,40.2,0.00,Sem divulgação,0,96.3,7.8,41,3139.13,1143.91
R04535,2025-10-22,L3,267,43.0,70.49,Mídia local,20,98.5,12.2,44,3298.34,849.60
R04536,2025-10-22,L5,228,37.0,0.00,Sem divulgação,0,94.6,12.2,27,2470.87,978.15
R04537,2025-10-23,L4,146,40.2,274.70,WhatsApp,5,98.7,7.0,63,4488.67,1715.75
R04538,2025-10-23,L8,117,35.1,129.92,Mídia local,0,96.2,6.5,32,2511.33,983.36
R04539,2025-10-23,L2,219,35.0,209.63,Redes sociais,15,94.4,13.0,45,3346.54,1023.30
R04540,2025-10-23,L1,175,34.4,90.60,WhatsApp,0,98.9,10.9,50,2946.88,1234.97
R04541,2025-10-23,L7,129,34.0,0.00,Sem divulgação,0,87.7,8.4,22,1750.35,602.08
R04542,2025-10-23,L6,201,42.8,66.68,WhatsApp,0,94.6,9.9,55,3979.67,1524.74
R04543,2025-10-23,L3,158,36.1,0.00,Sem divulgação,5,94.3,9.1,40,3023.57,1031.30
R04544,2025-10-23,L5,239,46.6,98.29,Mídia local,0,97.2,10.9,54,4083.66,1588.22
R04545,2025-10-24,L4,107,32.6,41.79,Redes sociais,15,95.3,5.0,51,2650.96,879.38
R04546,2025-10-24,L8,107,25.8,0.00,Sem divulgação,5,94.8,9.8,35,2279.59,874.41
R04547,2025-10-24,L2,207,42.7,92.78,Redes sociais,20,100.0,10.2,83,5389.68,1643.25
R04548,2025-10-24,L1,159,39.2,78.42,Redes sociais,15,94.0,9.9,54,3661.79,1331.97
R04549,2025-10-24,L7,246,45.3,186.26,Redes sociais,5,96.1,9.9,52,3152.31,1091.41
R04550,2025-10-24,L6,218,44.0,56.97,Redes sociais,0,95.3,9.7,63,4006.01,1538.82
R04551,2025-10-24,L3,243,51.2,142.36,Redes sociais,5,96.7,10.0,48,4125.50,1369.66
R04552,2025-10-24,L5,225,60.0,127.81,Redes sociais,5,89.2,8.1,31,2069.70,778.88
R04553,2025-10-25,L4,103,24.7,0.00,Sem divulgação,20,96.4,9.4,38,2477.45,745.62
R04554,2025-10-25,L8,158,37.4,207.48,WhatsApp,0,93.7,8.1,37,2549.03,1021.62
R04555,2025-10-25,L2,118,32.4,0.00,Sem divulgação,0,96.9,7.6,37,2676.59,1040.65
R04556,2025-10-25,L1,263,39.6,198.96,Mídia local,0,95.6,13.2,36,2369.34,973.86
R04557,2025-10-25,L7,183,35.5,0.00,Sem divulgação,15,93.8,9.6,61,4839.87,1457.02
R04558,2025-10-25,L6,237,45.0,98.66,Mídia local,5,94.7,10.4,64,3728.87,1357.90
R04559,2025-10-25,L3,263,43.4,0.00,Sem divulgação,0,96.9,14.6,25,1863.97,661.86
R04560,2025-10-25,L5,211,45.5,0.00,Sem divulgação,0,97.2,12.1,37,3133.37,1199.87
R04561,2025-10-27,L4,135,32.3,105.56,Mídia local,0,98.4,7.9,44,3296.91,1314.72
R04562,2025-10-27,L8,136,34.4,62.72,Redes sociais,0,95.2,7.2,41,2836.19,1073.37
R04563,2025-10-27,L2,172,33.9,78.94,Redes sociais,0,97.4,10.0,43,3459.25,1223.23
R04564,2025-10-27,L1,159,37.9,39.01,Mídia local,5,95.2,7.7,57,3535.47,1420.99
R04565,2025-10-27,L7,255,49.1,152.87,WhatsApp,5,95.5,10.9,49,3995.29,1356.98
R04566,2025-10-27,L6,178,36.3,0.00,Sem divulgação,15,97.0,9.3,53,3545.84,1081.80
R04567,2025-10-27,L3,243,42.9,157.09,Redes sociais,5,94.2,12.7,24,1769.58,590.72
R04568,2025-10-27,L5,282,50.3,100.36,Mídia local,0,95.6,13.0,39,2491.65,1010.49
R04569,2025-10-28,L4,120,31.4,126.66,Redes sociais,5,96.2,6.1,47,3749.76,1400.64
R04570,2025-10-28,L8,85,22.2,0.00,Sem divulgação,10,96.1,6.3,31,1898.13,677.61
R04571,2025-10-28,L2,112,26.6,0.00,Sem divulgação,0,95.5,6.9,43,2570.50,986.16
R04572,2025-10-28,L1,126,33.3,0.00,Sem divulgação,0,94.6,6.6,35,2096.58,852.98
R04573,2025-10-28,L7,206,35.9,105.78,Redes sociais,0,99.5,11.9,46,3915.77,1414.44
R04574,2025-10-28,L6,151,31.6,0.00,Sem divulgação,15,94.3,9.2,48,3171.29,1031.28
R04575,2025-10-28,L3,192,44.4,159.22,Redes sociais,0,95.5,8.0,47,3603.29,1345.67
R04576,2025-10-28,L5,224,40.4,89.15,WhatsApp,0,96.3,12.7,34,2411.86,899.84
R04577,2025-10-29,L4,158,33.4,199.73,Redes sociais,20,97.1,9.7,69,4392.26,1165.38
R04578,2025-10-29,L8,151,37.8,132.87,Mídia local,0,98.4,7.2,48,3267.42,1293.30
R04579,2025-10-29,L2,185,36.2,111.62,Redes sociais,10,96.8,11.5,49,2922.30,997.99
R04580,2025-10-29,L1,210,37.9,158.51,Redes sociais,10,99.2,11.3,40,2443.78,897.88
R04581,2025-10-29,L7,258,42.6,317.27,Redes sociais,10,95.4,12.3,72,5835.43,1906.44
R04582,2025-10-29,L6,240,44.2,96.78,Mídia local,15,93.0,11.0,53,3357.99,1110.99
R04583,2025-10-29,L3,239,46.8,96.57,WhatsApp,0,97.1,12.2,42,3024.29,1011.86
R04584,2025-10-29,L5,168,46.5,0.00,Sem divulgação,0,95.8,5.7,32,2208.74,849.85
R04585,2025-10-30,L4,163,28.4,89.68,Mídia local,0,99.4,10.5,56,4117.82,1556.94
R04586,2025-10-30,L8,124,33.9,0.00,Sem divulgação,10,95.7,7.0,47,3079.00,1099.24
R04587,2025-10-30,L2,166,40.2,247.94,WhatsApp,20,96.3,7.7,64,4609.85,1484.47
R04588,2025-10-30,L1,139,37.4,0.00,Sem divulgação,5,96.7,8.0,39,2566.95,995.58
R04589,2025-10-30,L7,181,31.7,0.00,Sem divulgação,10,93.8,11.2,38,2631.69,844.58
R04590,2025-10-30,L6,165,43.0,0.00,Sem divulgação,0,95.1,9.3,32,2346.23,910.08
R04591,2025-10-30,L3,200,39.6,0.00,Sem divulgação,5,96.5,11.3,36,2734.86,901.36
R04592,2025-10-30,L5,303,45.5,108.68,Redes sociais,0,94.6,14.1,28,2043.02,790.92
R04593,2025-10-31,L4,88,28.1,0.00,Sem divulgação,5,93.8,5.7,29,2102.03,837.93
R04594,2025-10-31,L8,177,37.6,136.13,Redes sociais,20,83.0,8.6,30,1676.45,560.05
R04595,2025-10-31,L2,165,34.1,52.24,Redes sociais,5,96.0,10.1,54,3615.48,1232.14
R04596,2025-10-31,L1,239,34.3,221.46,Redes sociais,0,98.8,15.3,57,3717.73,1522.17
R04597,2025-10-31,L7,195,46.1,220.17,WhatsApp,5,97.4,9.4,66,5024.96,1745.13
R04598,2025-10-31,L6,203,42.9,0.00,Sem divulgação,5,93.5,10.3,58,3965.65,1474.86
R04599,2025-10-31,L3,270,48.0,161.36,Redes sociais,15,96.3,11.3,69,5350.21,1533.97
R04600,2025-10-31,L5,237,47.6,149.65,Redes sociais,10,93.1,12.1,38,2751.14,981.56
R04601,2025-11-01,L4,136,27.1,0.00,Sem divulgação,0,95.0,9.2,42,2928.47,1131.80
R04602,2025-11-01,L8,174,39.1,0.00,Sem divulgação,15,97.8,9.5,73,4673.74,1639.18
R04603,2025-11-01,L2,191,43.2,187.57,Redes sociais,15,98.8,9.2,70,5335.21,1544.35
R04604,2025-11-01,L1,197,38.2,111.41,Mídia local,0,97.1,10.4,55,4439.81,1880.46
R04605,2025-11-01,L7,153,39.3,0.00,Sem divulgação,15,97.6,7.8,54,3790.70,1226.92
R04606,2025-11-01,L6,244,47.9,130.14,Mídia local,15,95.3,11.0,52,3297.18,1081.02
R04607,2025-11-01,L3,227,46.6,0.00,Sem divulgação,5,99.2,11.0,38,2942.31,993.89
R04608,2025-11-01,L5,257,54.9,91.53,Mídia local,10,96.8,10.8,62,4829.60,1676.84
R04609,2025-11-03,L4,92,28.5,0.00,Sem divulgação,10,98.4,6.0,56,4166.84,1461.89
R04610,2025-11-03,L8,205,42.3,129.44,Redes sociais,15,97.4,9.6,71,4799.78,1549.60
R04611,2025-11-03,L2,141,29.1,0.00,Sem divulgação,5,94.7,8.4,54,4141.65,1495.23
R04612,2025-11-03,L1,147,31.6,0.00,Sem divulgação,0,97.6,10.8,35,2167.04,884.81
R04613,2025-11-03,L7,190,38.6,131.13,Mídia local,0,93.5,9.5,32,2703.02,948.25
R04614,2025-11-03,L6,208,45.8,322.42,WhatsApp,10,93.9,9.4,44,2288.00,761.46
R04615,2025-11-03,L3,177,42.2,227.60,Mídia local,0,97.5,8.8,36,2905.30,950.98
R04616,2025-11-03,L5,261,48.1,150.22,Redes sociais,0,96.1,12.0,37,2681.27,1021.95
R04617,2025-11-04,L4,121,25.6,0.00,Sem divulgação,0,94.1,8.5,44,2875.40,1119.45
R04618,2025-11-04,L8,142,32.8,43.41,Redes sociais,15,99.3,9.2,58,3304.35,1164.53
R04619,2025-11-04,L2,160,33.6,79.75,Redes sociais,0,97.7,9.5,44,2878.91,1066.64
R04620,2025-11-04,L1,210,34.8,75.51,Redes sociais,0,96.9,13.1,53,3474.74,1418.17
R04621,2025-11-04,L7,235,39.4,271.47,Redes sociais,10,99.0,13.7,48,4598.39,1583.31
R04622,2025-11-04,L6,160,36.9,0.00,Sem divulgação,10,94.3,10.3,61,3637.60,1245.01
R04623,2025-11-04,L3,212,45.9,232.33,WhatsApp,10,82.6,11.0,27,2223.39,688.04
R04624,2025-11-04,L5,266,46.7,150.17,Redes sociais,0,95.2,12.4,43,3237.03,1282.49
R04625,2025-11-05,L4,126,32.9,116.23,WhatsApp,10,98.2,4.5,62,4164.68,1502.96
R04626,2025-11-05,L8,153,34.3,118.52,Redes sociais,10,94.8,8.3,54,3854.20,1389.34
R04627,2025-11-05,L2,212,39.5,194.17,WhatsApp,5,97.7,10.0,69,5302.56,1875.00
R04628,2025-11-05,L1,193,41.2,181.88,Redes sociais,0,96.7,8.6,56,3978.91,1621.99
R04629,2025-11-05,L7,143,29.5,0.00,Sem divulgação,0,96.5,9.0,37,2922.74,1026.75
R04630,2025-11-05,L6,125,33.0,0.00,Sem divulgação,15,93.1,8.4,33,2229.84,710.94
R04631,2025-11-05,L3,154,35.6,0.00,Sem divulgação,0,97.6,10.1,25,2024.83,716.17
R04632,2025-11-05,L5,271,51.3,109.10,Mídia local,15,95.1,11.9,41,2892.55,966.44
R04633,2025-11-06,L4,140,28.6,97.24,Redes sociais,5,97.4,9.1,55,4124.82,1517.25
R04634,2025-11-06,L8,125,33.9,0.00,Sem divulgação,5,95.6,6.8,55,3551.91,1381.51
R04635,2025-11-06,L2,165,31.5,0.00,Sem divulgação,5,93.2,11.4,43,2908.42,966.87
R04636,2025-11-06,L1,270,41.3,144.85,Redes sociais,10,95.1,13.1,62,3670.67,1389.89
R04637,2025-11-06,L7,231,44.7,96.23,WhatsApp,15,97.1,9.9,87,5943.48,1943.83
R04638,2025-11-06,L6,198,47.0,0.00,Sem divulgação,10,93.3,7.1,41,2558.24,897.50
R04639,2025-11-06,L3,261,51.7,130.34,WhatsApp,5,96.5,11.4,27,2171.55,718.62
R04640,2025-11-06,L5,242,55.0,89.91,WhatsApp,10,92.9,9.7,57,4163.84,1432.27
R04641,2025-11-07,L4,136,26.6,0.00,Sem divulgação,0,96.1,9.4,42,2895.20,1163.52
R04642,2025-11-07,L8,225,37.3,131.78,Redes sociais,15,93.2,12.1,72,6054.99,1999.66
R04643,2025-11-07,L2,151,37.0,0.00,Sem divulgação,5,95.4,8.3,47,3145.72,1115.86
R04644,2025-11-07,L1,212,50.2,268.24,WhatsApp,0,99.1,9.5,61,4384.87,1781.96
R04645,2025-11-07,L7,229,46.6,198.72,WhatsApp,5,95.0,11.1,31,2072.85,747.43
R04646,2025-11-07,L6,233,42.9,0.00,Sem divulgação,10,93.7,9.5,65,3672.98,1240.82
R04647,2025-11-07,L3,272,51.0,106.16,WhatsApp,20,95.0,12.2,55,3701.94,953.64
R04648,2025-11-07,L5,251,50.0,98.97,WhatsApp,5,92.1,11.0,39,2810.24,1049.21
R04649,2025-11-08,L4,149,32.8,150.74,Redes sociais,15,100.0,7.2,70,4214.29,1493.78
R04650,2025-11-08,L8,109,27.2,0.00,Sem divulgação,5,96.5,8.5,49,2863.20,1103.41
R04651,2025-11-08,L2,110,38.8,0.00,Sem divulgação,10,97.3,4.4,52,4297.15,1359.26
R04652,2025-11-08,L1,160,30.5,0.00,Sem divulgação,0,95.6,10.7,41,2707.76,1124.83
R04653,2025-11-08,L7,240,42.2,112.09,Mídia local,10,94.8,12.2,69,5392.39,1778.23
R04654,2025-11-08,L6,260,45.7,143.20,WhatsApp,20,95.3,10.8,100,7189.67,2035.44
R04655,2025-11-08,L3,263,48.9,124.26,Mídia local,0,98.2,13.0,40,3194.33,1119.14
R04656,2025-11-08,L5,224,43.3,0.00,Sem divulgação,20,94.8,11.5,58,4220.06,1351.33
R04657,2025-11-10,L4,120,29.3,142.58,Redes sociais,5,98.9,6.9,48,3710.01,1350.95
R04658,2025-11-10,L8,102,29.1,0.00,Sem divulgação,0,83.9,5.8,24,1431.25,559.65
R04659,2025-11-10,L2,147,31.3,68.82,Mídia local,5,96.0,9.8,47,3218.01,1152.48
R04660,2025-11-10,L1,195,37.9,219.97,Mídia local,15,98.6,10.8,69,3980.38,1503.82
R04661,2025-11-10,L7,158,33.3,0.00,Sem divulgação,20,96.0,10.6,49,3639.91,1138.19
R04662,2025-11-10,L6,151,33.1,0.00,Sem divulgação,5,94.7,10.5,47,2896.63,1079.66
R04663,2025-11-10,L3,182,42.0,71.38,WhatsApp,10,97.9,8.5,37,2408.99,745.67
R04664,2025-11-10,L5,181,40.0,0.00,Sem divulgação,5,96.3,10.0,28,2021.25,755.13
R04665,2025-11-11,L4,92,26.9,0.00,Sem divulgação,20,99.5,5.8,49,3176.53,1003.08
R04666,2025-11-11,L8,151,32.7,202.84,WhatsApp,10,92.5,9.4,45,3185.42,1129.55
R04667,2025-11-11,L2,192,38.9,97.05,Redes sociais,0,95.3,10.1,61,5309.75,1918.42
R04668,2025-11-11,L1,211,35.0,195.58,Redes sociais,10,97.7,12.0,55,3782.51,1499.18
R04669,2025-11-11,L7,175,41.1,124.24,Redes sociais,10,96.0,8.3,57,4013.93,1381.67
R04670,2025-11-11,L6,247,43.9,122.64,Redes sociais,15,94.4,13.7,60,4310.50,1390.47
R04671,2025-11-11,L3,255,51.5,309.89,WhatsApp,15,96.5,11.3,60,5294.12,1618.45
